special,policy,mode,n,safe_success_mean,safe_success_ci95,final_success_mean,harmful_contact_mean,harmful_contact_ci95,late_switch_mean,late_switch_ci95,early_false_switch_mean,early_false_switch_ci95,deadline_violation_mean,deadline_violation_ci95,avoidable_lateness_mean,impulse_mean,expected_cost_mean,impulse_p90,expected_cost_p90
early_switch_cost_high,oracle_precontact,compliant_skin,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17897,0.032215,0.23025,0.041445
early_switch_cost_high,oracle_precontact,fragile,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182712,0.032888,0.229215,0.04126
early_switch_cost_high,oracle_precontact,nominal,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179696,0.032345,0.23682,0.04263
early_switch_cost_high,oracle_precontact,occluded_rim,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18605,0.033489,0.243845,0.04389
early_switch_cost_high,oracle_precontact,slippery,56,1.0,0.0,0.928571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181585,0.032686,0.24342,0.043815
early_switch_cost_high,oracle_precontact,thin_lip,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179297,0.032273,0.24182,0.04353
early_switch_cost_high,posterior_cost_tuned,compliant_skin,56,0.785714,0.107471,0.767857,0.214286,0.107471,0.214286,0.107471,0.017857,0.034686,0.303571,0.120429,0.178571,0.479142,0.957674,1.617085,3.69231
early_switch_cost_high,posterior_cost_tuned,fragile,56,0.839286,0.096193,0.857143,0.160714,0.096193,0.160714,0.096193,0.0,0.0,0.285714,0.118322,0.107143,0.444335,0.690694,1.77911,4.12024
early_switch_cost_high,posterior_cost_tuned,nominal,56,0.910714,0.074687,0.910714,0.089286,0.074687,0.0,0.0,0.089286,0.074687,0.035714,0.048606,0.0,0.259793,0.796763,0.26558,0.047805
early_switch_cost_high,posterior_cost_tuned,occluded_rim,56,0.625,0.1268,0.625,0.375,0.1268,0.375,0.1268,0.071429,0.067454,0.357143,0.125499,0.071429,0.65591,1.814492,1.537625,3.293485
early_switch_cost_high,posterior_cost_tuned,slippery,56,0.75,0.113413,0.732143,0.25,0.113413,0.25,0.113413,0.017857,0.034686,0.321429,0.122321,0.053571,0.464759,0.826513,1.35956,2.649005
early_switch_cost_high,posterior_cost_tuned,thin_lip,56,0.928571,0.067454,0.892857,0.071429,0.067454,0.071429,0.067454,0.017857,0.034686,0.142857,0.091652,0.017857,0.26592,0.387151,0.234085,0.042135
early_switch_cost_high,posterior_fixed,compliant_skin,56,0.767857,0.110581,0.732143,0.232143,0.110581,0.232143,0.110581,0.017857,0.034686,0.303571,0.120429,0.196429,0.508545,1.023681,1.640695,3.696455
early_switch_cost_high,posterior_fixed,fragile,56,0.839286,0.096193,0.803571,0.160714,0.096193,0.160714,0.096193,0.0,0.0,0.285714,0.118322,0.107143,0.434518,0.688928,1.788315,4.1219
early_switch_cost_high,posterior_fixed,nominal,56,0.910714,0.074687,0.875,0.089286,0.074687,0.0,0.0,0.089286,0.074687,0.035714,0.048606,0.0,0.257392,0.796331,0.26724,0.048105
early_switch_cost_high,posterior_fixed,occluded_rim,56,0.625,0.1268,0.589286,0.375,0.1268,0.375,0.1268,0.071429,0.067454,0.357143,0.125499,0.071429,0.658078,1.814882,1.53884,3.28679
early_switch_cost_high,posterior_fixed,slippery,56,0.75,0.113413,0.696429,0.25,0.113413,0.25,0.113413,0.017857,0.034686,0.321429,0.122321,0.053571,0.463476,0.826282,1.405095,2.65831
early_switch_cost_high,posterior_fixed,thin_lip,56,0.928571,0.067454,0.928571,0.071429,0.067454,0.071429,0.067454,0.017857,0.034686,0.142857,0.091652,0.017857,0.266334,0.387225,0.25301,0.04554
early_switch_cost_high,risk_guard,compliant_skin,56,0.857143,0.091652,0.785714,0.142857,0.091652,0.142857,0.091652,0.089286,0.074687,0.053571,0.058976,0.053571,0.368418,1.266315,1.410645,3.703405
early_switch_cost_high,risk_guard,fragile,56,0.928571,0.067454,0.839286,0.071429,0.067454,0.071429,0.067454,0.017857,0.034686,0.053571,0.058976,0.017857,0.296128,0.467589,0.25835,0.046505
early_switch_cost_high,risk_guard,nominal,56,0.821429,0.100312,0.785714,0.178571,0.100312,0.0,0.0,0.178571,0.100312,0.0,0.0,0.0,0.334732,1.560252,1.03796,8.586835
early_switch_cost_high,risk_guard,occluded_rim,56,0.5,0.130958,0.482143,0.5,0.130958,0.5,0.130958,0.303571,0.120429,0.196429,0.104058,0.017857,0.805048,4.07348,1.52646,11.2555
early_switch_cost_high,risk_guard,slippery,56,0.642857,0.125499,0.607143,0.357143,0.125499,0.357143,0.125499,0.178571,0.100312,0.178571,0.100312,0.017857,0.603757,2.394391,1.45971,10.6192
early_switch_cost_high,risk_guard,thin_lip,56,0.875,0.086621,0.839286,0.125,0.086621,0.125,0.086621,0.035714,0.048606,0.089286,0.074687,0.035714,0.33934,0.690546,1.217985,3.009995
early_switch_cost_high,v2_guard,compliant_skin,56,0.589286,0.128853,0.535714,0.410714,0.128853,0.410714,0.128853,0.0,0.0,0.410714,0.128853,0.375,0.74911,1.531268,1.66689,3.70004
early_switch_cost_high,v2_guard,fragile,56,0.678571,0.122321,0.678571,0.321429,0.122321,0.321429,0.122321,0.0,0.0,0.321429,0.122321,0.267857,0.68704,1.345095,1.801055,4.12419
early_switch_cost_high,v2_guard,nominal,56,0.928571,0.067454,0.910714,0.071429,0.067454,0.0,0.0,0.071429,0.067454,0.0,0.0,0.0,0.246556,0.64438,0.250625,0.04511
early_switch_cost_high,v2_guard,occluded_rim,56,0.517857,0.130874,0.517857,0.482143,0.130874,0.482143,0.130874,0.053571,0.058976,0.428571,0.129615,0.196429,0.808004,2.02044,1.600375,3.293475
early_switch_cost_high,v2_guard,slippery,56,0.607143,0.127916,0.607143,0.392857,0.127916,0.392857,0.127916,0.035714,0.048606,0.357143,0.125499,0.142857,0.649109,1.345411,1.46525,2.67003
early_switch_cost_high,v2_guard,thin_lip,56,0.803571,0.104058,0.803571,0.196429,0.104058,0.196429,0.104058,0.0,0.0,0.196429,0.104058,0.125,0.435846,0.61863,1.52699,3.024855
equal_impulse,calibrated_deadline_guard,compliant_skin,56,0.821429,0.100312,0.839286,0.0,0.0,0.178571,0.100312,0.0,0.0,0.178571,0.100312,0.142857,0.337246,0.123204,0.378525,0.41555
equal_impulse,calibrated_deadline_guard,fragile,56,0.964286,0.048606,0.928571,0.0,0.0,0.035714,0.048606,0.017857,0.034686,0.017857,0.034686,0.017857,0.336951,0.091008,0.383385,0.069505
equal_impulse,calibrated_deadline_guard,nominal,56,0.946429,0.058976,0.875,0.0,0.0,0.0,0.0,0.053571,0.058976,0.0,0.0,0.0,0.337286,0.114282,0.38121,0.070515
equal_impulse,calibrated_deadline_guard,occluded_rim,56,0.589286,0.128853,0.642857,0.0,0.0,0.410714,0.128853,0.142857,0.091652,0.267857,0.115988,0.035714,0.333868,0.346703,0.37228,1.4062
equal_impulse,calibrated_deadline_guard,slippery,56,0.75,0.113413,0.839286,0.0,0.0,0.25,0.113413,0.0,0.0,0.25,0.113413,0.089286,0.336031,0.147985,0.38388,0.41816
equal_impulse,calibrated_deadline_guard,thin_lip,56,0.839286,0.096193,0.839286,0.0,0.0,0.160714,0.096193,0.017857,0.034686,0.142857,0.091652,0.089286,0.336498,0.134677,0.371545,0.413885
equal_impulse,deadline_threshold,compliant_skin,56,0.839286,0.096193,0.857143,0.0,0.0,0.160714,0.096193,0.017857,0.034686,0.142857,0.091652,0.125,0.337913,0.134932,0.3805,0.4131
equal_impulse,deadline_threshold,fragile,56,0.982143,0.034686,1.0,0.0,0.0,0.017857,0.034686,0.017857,0.034686,0.0,0.0,0.0,0.334997,0.084407,0.37577,0.068415
equal_impulse,deadline_threshold,nominal,56,0.910714,0.074687,0.910714,0.0,0.0,0.0,0.0,0.089286,0.074687,0.0,0.0,0.0,0.337842,0.150098,0.379675,0.07133
equal_impulse,deadline_threshold,occluded_rim,56,0.535714,0.130624,0.589286,0.0,0.0,0.464286,0.130624,0.232143,0.110581,0.232143,0.110581,0.053571,0.338577,0.455587,0.37825,1.413385
equal_impulse,deadline_threshold,slippery,56,0.767857,0.110581,0.767857,0.0,0.0,0.232143,0.110581,0.035714,0.048606,0.196429,0.104058,0.089286,0.337938,0.177793,0.37545,0.416455
equal_impulse,deadline_threshold,thin_lip,56,0.892857,0.081009,0.892857,0.0,0.0,0.107143,0.081009,0.017857,0.034686,0.089286,0.074687,0.071429,0.336028,0.115842,0.377685,0.24147
equal_impulse,oracle_precontact,compliant_skin,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336472,0.060565,0.38012,0.068425
equal_impulse,oracle_precontact,fragile,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338598,0.060948,0.37811,0.06806
equal_impulse,oracle_precontact,nominal,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338418,0.060915,0.376215,0.06772
equal_impulse,oracle_precontact,occluded_rim,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337553,0.060759,0.37257,0.067065
equal_impulse,oracle_precontact,slippery,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337817,0.060807,0.383125,0.06896
equal_impulse,oracle_precontact,thin_lip,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335259,0.060346,0.37026,0.066645
equal_impulse,posterior_cost_tuned,compliant_skin,56,0.857143,0.091652,0.839286,0.0,0.0,0.142857,0.091652,0.017857,0.034686,0.232143,0.110581,0.125,0.33912,0.128899,0.38699,0.41482
equal_impulse,posterior_cost_tuned,fragile,56,0.928571,0.067454,0.964286,0.0,0.0,0.071429,0.067454,0.017857,0.034686,0.125,0.086621,0.053571,0.335432,0.103235,0.377005,0.069025
equal_impulse,posterior_cost_tuned,nominal,56,0.875,0.086621,0.892857,0.0,0.0,0.0,0.0,0.125,0.086621,0.017857,0.034686,0.0,0.334472,0.185205,0.37417,1.052485
equal_impulse,posterior_cost_tuned,occluded_rim,56,0.625,0.1268,0.696429,0.0,0.0,0.375,0.1268,0.214286,0.107471,0.25,0.113413,0.017857,0.3365,0.406106,0.37497,1.41095
equal_impulse,posterior_cost_tuned,slippery,56,0.928571,0.067454,0.910714,0.0,0.0,0.071429,0.067454,0.017857,0.034686,0.196429,0.104058,0.0,0.339435,0.103956,0.382385,0.07011
equal_impulse,posterior_cost_tuned,thin_lip,56,0.964286,0.048606,0.910714,0.0,0.0,0.035714,0.048606,0.017857,0.034686,0.071429,0.067454,0.0,0.337436,0.091096,0.3784,0.06874
equal_impulse,posterior_fixed,compliant_skin,56,0.785714,0.107471,0.839286,0.0,0.0,0.214286,0.107471,0.0,0.0,0.339286,0.124009,0.214286,0.336242,0.135524,0.372775,0.415465
equal_impulse,posterior_fixed,fragile,56,0.839286,0.096193,0.875,0.0,0.0,0.160714,0.096193,0.017857,0.034686,0.267857,0.115988,0.142857,0.337949,0.134938,0.378625,0.417225
equal_impulse,posterior_fixed,nominal,56,0.982143,0.034686,0.946429,0.0,0.0,0.0,0.0,0.017857,0.034686,0.0,0.0,0.0,0.335224,0.078198,0.373795,0.06837
equal_impulse,posterior_fixed,occluded_rim,56,0.642857,0.125499,0.678571,0.0,0.0,0.357143,0.125499,0.089286,0.074687,0.357143,0.125499,0.053571,0.337646,0.275062,0.37346,0.41979
equal_impulse,posterior_fixed,slippery,56,0.857143,0.091652,0.875,0.0,0.0,0.142857,0.091652,0.0,0.0,0.267857,0.115988,0.035714,0.338351,0.110903,0.378175,0.417545
equal_impulse,posterior_fixed,thin_lip,56,0.928571,0.067454,0.892857,0.0,0.0,0.071429,0.067454,0.0,0.0,0.160714,0.096193,0.053571,0.333348,0.085002,0.38191,0.07039
equal_impulse,risk_guard,compliant_skin,56,0.946429,0.058976,0.910714,0.0,0.0,0.053571,0.058976,0.035714,0.048606,0.017857,0.034686,0.017857,0.337944,0.115294,0.381555,0.070345
equal_impulse,risk_guard,fragile,56,0.982143,0.034686,0.964286,0.0,0.0,0.017857,0.034686,0.017857,0.034686,0.0,0.0,0.0,0.337103,0.084786,0.37332,0.067795
equal_impulse,risk_guard,nominal,56,0.642857,0.125499,0.678571,0.0,0.0,0.0,0.0,0.357143,0.125499,0.0,0.0,0.0,0.335001,0.417443,0.373115,1.06435
equal_impulse,risk_guard,occluded_rim,56,0.375,0.1268,0.5,0.0,0.0,0.625,0.1268,0.5,0.130958,0.125,0.086621,0.0,0.335691,0.779175,0.38079,1.416985
equal_impulse,risk_guard,slippery,56,0.803571,0.104058,0.839286,0.0,0.0,0.196429,0.104058,0.125,0.086621,0.071429,0.067454,0.0,0.335778,0.25419,0.372915,1.404115
equal_impulse,risk_guard,thin_lip,56,0.910714,0.074687,0.857143,0.0,0.0,0.089286,0.074687,0.071429,0.067454,0.017857,0.034686,0.0,0.331087,0.162274,0.366925,0.068975
equal_impulse,v2_guard,compliant_skin,56,0.660714,0.124009,0.660714,0.0,0.0,0.339286,0.124009,0.0,0.0,0.339286,0.124009,0.321429,0.3352,0.179087,0.37968,0.41816
equal_impulse,v2_guard,fragile,56,0.696429,0.120429,0.607143,0.0,0.0,0.303571,0.120429,0.017857,0.034686,0.285714,0.118322,0.285714,0.332587,0.183972,0.376705,0.418955
equal_impulse,v2_guard,nominal,56,0.982143,0.034686,0.964286,0.0,0.0,0.0,0.0,0.017857,0.034686,0.0,0.0,0.0,0.339325,0.078936,0.378865,0.069285
equal_impulse,v2_guard,occluded_rim,56,0.517857,0.130874,0.607143,0.0,0.0,0.482143,0.130874,0.071429,0.067454,0.410714,0.128853,0.107143,0.335501,0.300569,0.36957,0.417455
equal_impulse,v2_guard,slippery,56,0.696429,0.120429,0.767857,0.0,0.0,0.303571,0.120429,0.0,0.0,0.303571,0.120429,0.196429,0.335569,0.166652,0.368135,0.415745
equal_impulse,v2_guard,thin_lip,56,0.785714,0.107471,0.785714,0.0,0.0,0.214286,0.107471,0.017857,0.034686,0.196429,0.104058,0.178571,0.336024,0.153341,0.377695,0.41736
evidence_at_contact,calibrated_deadline_guard,compliant_skin,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.492323,3.668618,1.679785,3.702365
evidence_at_contact,calibrated_deadline_guard,fragile,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6488,4.096784,1.85362,4.13365
evidence_at_contact,calibrated_deadline_guard,nominal,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18073,0.032532,0.23585,0.042455
evidence_at_contact,calibrated_deadline_guard,occluded_rim,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.380945,3.24857,1.57907,3.28423
evidence_at_contact,calibrated_deadline_guard,slippery,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.266549,2.627979,1.44858,2.660745
evidence_at_contact,calibrated_deadline_guard,thin_lip,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.355737,2.994034,1.539585,3.02713
evidence_at_contact,deadline_threshold,compliant_skin,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.464442,3.663599,1.64315,3.695765
evidence_at_contact,deadline_threshold,fragile,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.64147,4.095465,1.852035,4.133365
evidence_at_contact,deadline_threshold,nominal,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182169,0.03279,0.228905,0.0412
evidence_at_contact,deadline_threshold,occluded_rim,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.41978,3.25556,1.611705,3.290105
evidence_at_contact,deadline_threshold,slippery,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.25949,2.626708,1.44981,2.660965
evidence_at_contact,deadline_threshold,thin_lip,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.337827,2.990809,1.544535,3.028015
evidence_at_contact,oracle_precontact,compliant_skin,56,1.0,0.0,0.910714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182953,0.032931,0.23423,0.04216
evidence_at_contact,oracle_precontact,fragile,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179992,0.032399,0.25039,0.04507
evidence_at_contact,oracle_precontact,nominal,56,1.0,0.0,0.946429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179799,0.032364,0.23351,0.042035
evidence_at_contact,oracle_precontact,occluded_rim,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178537,0.032136,0.22357,0.04024
evidence_at_contact,oracle_precontact,slippery,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189039,0.034027,0.236435,0.042555
evidence_at_contact,oracle_precontact,thin_lip,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180808,0.032546,0.228385,0.04111
evidence_at_contact,posterior_cost_tuned,compliant_skin,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.469668,3.66454,1.668385,3.70031
evidence_at_contact,posterior_cost_tuned,fragile,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.649149,4.096847,1.867085,4.136075
evidence_at_contact,posterior_cost_tuned,nominal,56,1.0,0.0,0.946429,0.0,0.0,0.0,0.0,0.0,0.0,0.017857,0.034686,0.0,0.178742,0.032174,0.23096,0.041575
evidence_at_contact,posterior_cost_tuned,occluded_rim,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.414484,3.254606,1.594585,3.287025
evidence_at_contact,posterior_cost_tuned,slippery,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.258096,2.626458,1.44339,2.65981
evidence_at_contact,posterior_cost_tuned,thin_lip,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.348809,2.992786,1.53015,3.025425
evidence_at_contact,posterior_fixed,compliant_skin,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.454192,3.661754,1.62615,3.692705
evidence_at_contact,posterior_fixed,fragile,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.648709,4.096768,1.818,4.12724
evidence_at_contact,posterior_fixed,nominal,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.017857,0.034686,0.0,0.185547,0.033398,0.23959,0.04313
evidence_at_contact,posterior_fixed,occluded_rim,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.420091,3.255616,1.61791,3.291225
evidence_at_contact,posterior_fixed,slippery,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.263985,2.627518,1.450725,2.66113
evidence_at_contact,posterior_fixed,thin_lip,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.351231,2.993221,1.54198,3.027555
evidence_at_contact,risk_guard,compliant_skin,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.475218,3.665539,1.691675,3.7045
evidence_at_contact,risk_guard,fragile,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.634802,4.094264,1.82483,4.128465
evidence_at_contact,risk_guard,nominal,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182553,0.032859,0.24689,0.04444
evidence_at_contact,risk_guard,occluded_rim,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.41809,3.255256,1.64459,3.296025
evidence_at_contact,risk_guard,slippery,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.264388,2.62759,1.433105,2.657955
evidence_at_contact,risk_guard,thin_lip,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3461,2.992298,1.532985,3.025935
evidence_at_contact,v2_guard,compliant_skin,56,0.0,0.0,0.035714,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.470514,3.664693,1.648455,3.696725
evidence_at_contact,v2_guard,fragile,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.647102,4.096478,1.819445,4.1275
evidence_at_contact,v2_guard,nominal,56,1.0,0.0,0.946429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182004,0.03276,0.247455,0.044545
evidence_at_contact,v2_guard,occluded_rim,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.406595,3.253187,1.55717,3.28029
evidence_at_contact,v2_guard,slippery,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.274863,2.629476,1.4453,2.660155
evidence_at_contact,v2_guard,thin_lip,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.335939,2.990469,1.52967,3.02534
no_hidden_mode,calibrated_deadline_guard,nominal,56,0.946429,0.058976,0.910714,0.035714,0.048606,0.0,0.0,0.053571,0.058976,0.0,0.0,0.0,0.217188,0.106951,0.24476,0.04406
no_hidden_mode,deadline_threshold,nominal,56,0.892857,0.081009,0.785714,0.089286,0.074687,0.0,0.0,0.107143,0.081009,0.0,0.0,0.0,0.252143,0.188242,0.400375,0.57207
no_hidden_mode,oracle_precontact,nominal,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185175,0.033331,0.25043,0.045075
no_hidden_mode,posterior_cost_tuned,nominal,56,0.892857,0.081009,0.875,0.089286,0.074687,0.0,0.0,0.107143,0.081009,0.017857,0.034686,0.0,0.258547,0.189396,0.42228,0.57601
no_hidden_mode,posterior_fixed,nominal,56,0.982143,0.034686,0.982143,0.0,0.0,0.0,0.0,0.017857,0.034686,0.017857,0.034686,0.0,0.185733,0.05129,0.23184,0.04173
no_hidden_mode,risk_guard,nominal,56,0.642857,0.125499,0.607143,0.339286,0.124009,0.0,0.0,0.357143,0.125499,0.0,0.0,0.0,0.4164,0.567808,0.93321,1.567975
no_hidden_mode,v2_guard,nominal,56,0.964286,0.048606,0.946429,0.017857,0.034686,0.0,0.0,0.035714,0.048606,0.0,0.0,0.0,0.198161,0.078526,0.23434,0.04218
random_cue,calibrated_deadline_guard,compliant_skin,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.490075,3.668214,1.672535,3.70106
random_cue,calibrated_deadline_guard,fragile,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.669459,4.100503,1.877005,4.137865
random_cue,calibrated_deadline_guard,nominal,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185458,0.033383,0.2319,0.041745
random_cue,calibrated_deadline_guard,occluded_rim,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.41426,3.254566,1.6206,3.29171
random_cue,calibrated_deadline_guard,slippery,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.264157,2.627548,1.452805,2.661505
random_cue,calibrated_deadline_guard,thin_lip,56,0.0,0.0,0.035714,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.355997,2.99408,1.530905,3.02556
random_cue,deadline_threshold,compliant_skin,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.498082,3.669654,1.6974,3.70553
